class,comment_text
0.0,"Coal is still the most efficient way to get energy.  It has the highest btu rating for your buck than anything else.  Natural gas, diesel, solar, and wind are way to inefficient and produce just as much if not more emissions\toxic waste as coal.
"
0.0,"It's really bizarre is to think individuals who Trump hired, wouldn't praise him, after what he has had to endure the past nine, or more months. Bizarre is also the coverage. The Democrats and media that now are saying Trump's cabinet are “sycophant"""", were sycophant, plus, with Barack Obama. So I guess is stands to reason that Democrats and the media would know all about being a sycophant.
"
1.0,"Just another spill-over from the Trump campaign. A pathetic display of immaturity - shame on all who took part.
"
1.0,"Trump realizes that his base doesn't care what Comey says.  These are the same people who voted for a man who was caught on tape boasting about sexually assaulting women.  Comey will testify, telling us what we already know.  Trump will then call Comey a liar and send out an apoplectic tweet storm, and his base will hoot and holler like a pack of jackals.  It's all so predictable that that story can be written long before Thursday.
"
0.0,"The federal government matches state Medicaid funds and provides grants for Medicaid recipients. What the state will not spend on Medicaid, the state will not receive from the feds.
"
0.0,"Good Morning WLTDO. Before that he was local guy. I called him out on that but of course he lied then. I really don't understand the left here. Some,(Gary) will not even respond, others just come on here to spew stupid hate filled statements with out adding a thing to the discussion. Most, and lets be honest here, from both sides, have a narrow biased view and will not allow themselves to admit they just might be mistaken. I must say though, when I get called a liar and I know I did not lie, I feel sorry for the person calling me one. It does not have an effect on my life, they can say or think whatever they want but how sad some must live their life hating all who do not fall in line with their way of viewing the world and doing what their leaders tell them to do and think.  You know, it was never addressed that HRC is in fact in the pocket of wall street and I thought a big part of the dem. platform was standing up for Main street against Wall St. I guess deflect was the goal.
"
0.0,"That's right. Some are driving home from work.
"
0.0,"nice for the rich guy
"
0.0,"No, it only crossed over one, the issue is not Khadr's entire life it's the conduct of Canadian agents during the time he was imprisoned at Gitmo. Those were under exactly one PM, Mr. Harper. Looking for systemic answers is good, but spreading the blame way too far isn't.
"
0.0,"She thinks, not unreasonably, that military weaponry in the hands of police is not necessarily a good thing.
"
0.0,".  ...and all the king's horses and all the king's men,  Couldn't put Humpty Dumpty back together again.  .
"
0.0,"Then we deal with that person, instead of excusing their inability to control themselves.
"
1.0,"A right wing corporatist who opposed policies like paid sick leave and would like to cut taxes for the rich should be Mayor of Eugene?  This town deserves a better newspaper that better reflects the values of this great place.  America has had enough of right wing trickle-down economics and environmental stupidity.
"
0.0,"Doesn't Mr. Depp already have enough problems without spouting off about his politics?
"
0.0,"Just looked up Peter Kent's bio in the Con website.  He has an impressive resume as a reporter in places like Vietnam and various hot spots in Africa.  So he must be aware how murky these situations are.  There are often no """"good guys"""" in these conflicts despite the original good intentions of some of the participants.  It's disappointing that he doesn't remember that but perhaps he is just flogging the flavor of the week. The fact is that had Khadr been tried in a real court of law, instead of that travesty that occurs in the hellhole that is Guantanamo, he might well have been acquitted.  I agree the Canadian taxpayer shouldn't foot the bill, the Americans should.  They are pretty arrogant in demanding that we recognize their courts but their courts dismissed Maher Arar's case out of hand.  It's a pity so many people seem so ignorant of facts and so bereft of intelligent examination of them, opting instead, for mob mentality.
"
0.0,"Just in case anyone is wondering, the comment above was not from me - the Alan Fine who, when I worked for Business Day, wrote quite a lot about the arms deal and had Andrew to thank for quite a lot of the information I was able to use. Like Andrew, I too think the Seriti Inquiry was a travesty.  I wonder who this other Alan Fine is. Does anyone know?
"
1.0,"Totally anti-Pebble here, and we should maintain our vigilance, but I think Pebble will be like AkLNG, and the chance of either ever getting off the drawing table is remote to non-existent. Pebble, ANWR, the bridge to nowhere and AkLNG are fake news, and used by liberals and conservatives as a wedge to keep Americans and Alaskans divided. Defy their political fake news game and think for yourself.
"
0.0,"Every day, about ten thousand people die of hunger, and the USA throws out 200,000 tons of food.
"
0.0,"well ok mike  I don't think, however, that you've captured my meaning of 'common ground'.  It's between you and me. Old Soul and say the Doc.  Pilot and willw.  Jaded Jade and old 'barry'.  Each and everyone of us should be finding what we........ordinary citizens........need.  Shelter, clean water, safe food, etc.  If this concept is too difficult to grasp, what did you do w/siblings growing up?  anyway.  I hope I'm not talking to a wall.
"
0.0,"And democracy is likely to result in far fewer votes for Trudeau next time around.
"
1.0,"The one thing Aziz and no Muslim can ever  do is admit that maybe ...just maybe... Muslims have acted badly.  That  would put a  fatwa on their heads, for beign apostates. The one thing we keep saying is the one thing they absolutely  can not admit:  Muslims  have done bad thing for their religion.  She will blame Trump, Harper, Mike Harris, Israel,  Jews  or Don Cherry before she admits Islam has resulted in any suffering what so ever.
"
0.0,"Funnym but it seems to me the whole system of checks and balances is working. At least there was some extra discussion on the budget.
"
1.0,"Just last week His Tweetalge went off the rails about NK and it took a week to calm things down. Tillerson makes some progress behind the scenes almost as though policy is being created without Trump. Today the bloviating circus barker blows it up again. I don't see this as a sign of his stupidity so much as I see it as a sign that his malignant narcissism is getting pushed past to the point that it can cope. As has been pointed out by many already. Trump's sociopathy just can't take being pushed in any manner or circumstance. There's no flexibility and no room for learning. Just doubling down with extreme rage.  P.S. As I have posted before; Tillerson is next to resign, then Kelly.
"
0.0,"From the article - “I would say murder in the first-degree is all that matters,” Stevens said. “That is a hate crime in itself.” Murder usually isn't a crime of love. I'd like to think that everyone deserves EQUAL justice for a crime. Wouldn't you?
"
0.0,"If you had a family member who was a deputy sheriff, you should know that law enforcement is and must be held to a higher standard.  Because of the """"Brady"""" law which requires the DA to notify all Defense Attorneys forever that Mr. Pishioneri was found to be dishonest, he is useless as a Deputy Sheriff forever.  That isn't a 'mistake' he can 'fix'.  There is an excellent chance that his license as a sworn police officer will be pulled by the Oregon Board of Police Standards and Training.  He blew it.  His fault.  His responsibility.
"
1.0,"Arpaio's public appearances will basically be rallies for white supremacists. He's a disgrace to law enforcement, and America in general, and Trump's pardon of Arpaio clearly shows which side of the """"both sides"""" Trump is on. It's a sad time for America, and the sooner Trump is ousted from office, the sooner we can begin to Make America Great Again. There is nowhere in politics (or anywhere else) for the racist views of Donald Trump and his supporters.
"
0.0,"Agree, especially your suggestion that a majority of Syrian refugees will one day return to Syria -with a Canadian passport of course.  Much like Lebanon.  If it costs too much to live here, and jobs are scarce, why stay.
"
0.0,"Normally I'd try to reply to this kind of thing with some semblance of logical rigour, but bavius, you're so out to lunch I wouldn't know where to start. Your weird faith in Trump has nothing to do with anything you read or see anywhere in reality .. I have no idea how you can so unwaveringly hold a candle for a guy who is turning out to be the most utterly incompetent boob to hold the office in modern history. In fact, I doubt that even the most incontrovertible evidence of this fact would sway your opinion .. you're completely lost to reason.
"
0.0,"Economics is a dismal art. Prime example is this idea of the Philips Curve the Fed is still puzzled about. Duh!
"
0.0,"Sounds like sedition.
"
0.0,"Typical state labor statistics.  They assume that everyone that loses a job applies for unemployment benefits.  Not the case.  Many don't apply because the amount is so low.  They just pack up and leave.  The number of job loses is likely 20-40 percent more than what these state economists predict.  Soon to come - significant real estate value declines and property tax base erosion.  ADN should do an interview of Beaver Creek border crossing workers.  Get the story of how many folks are migrating south.
"
0.0,"My guess is who else got to replace them.  Ross hits hard but her 5’10” is too short.  Experimenting is past.  Coach should know by now who her best players are.  It is a guess which middle will start.  Maafala should see more playing time.  Okay, I agree with your last sentence.
"
0.0,"""""NK would most likely use them,"""" you are clearly not a student of history.  Do us a all a favor and read about deterrence and mutually assured destruction (MAD).  So much for walk softly and carry a big stick, Trump fails at every level of leadership and like his supporters in threads like this, knows absolutely nothing about history.
"
0.0,"Okay then; let's resort to childish name calling. I've thoroughly enjoyed this back and forth, but I won't humor your immaturity by stooping to your level. You won't change my mind and I won't change yours so I'll leave it at that.  Good day Mr. Art Chance.
"
1.0,"lol with every passing second this man embarrasses himself more. He is like an idiot twin brother who replaces his smart twin in the White House, or like 15 going on 50, where a normal man accidentally morphs into a kid, but still looks the same.
"
0.0,"DT is a loose canon for sure. I'm very nervous knowing he carries that nuke button wherever he goes.
"
1.0,"Two more losers line-up to lead the state.
"
1.0,"Mocking religion is a western right. But yes the hypocrisy from liberals always assaults the intellect of average Canadians. I'm only allowed to mock certain religions under Justins M-103, because some religions are more important then others.
"
0.0,"What is that supposed to mean?  Healthy?  Not one STI in 20 years of marriage; pretty healthy, I'd say.  I have sex, I get my jollies and I am happy.  I have no sex, I still love my wife for life, and I am happy (though wishing I was getting my jollies).  The importance of sex beyond procreation has been grossly overstated.
"
0.0,"Which I'm not slamming you for at all.  But if you make under 40k you're still considered """"working poor"""" based on our Denali kid care guidelines.  Working poor doesn't mean poverty level poor.  It's what they call the  almost non existent middle class.  However I only corrected you or added to your info because some single person with no dependent might read that comment and think they're getting cheated out of an EIC they aren't supposed to get. :)  I'm glad that you're making life work on your own terms. Keep doing your own thing :)
"
0.0,"This constituent is not worried.
"
0.0,"Wait till they find out that's there no point in succeeding in Canada anymore because Trudeau or (insert next socialist regime here) will just soak them in taxes.
"
0.0,"'it's a big club...and you ain't in it.' - george carlin
"
0.0,"""""Such a sarcasm speech might go over well among zealots, but what’s it doing here?"""" Hi O. Hey it's forum and I thought it was well written. I don't agree with it all but it's a parody. I'll take that over the grunts and squawks any day.  BTW, how are your water levels? I heard from friend on the west side of the valley and they have low levels and were considering a new well.
"
0.0,"The point is that the driver did NOT stop to render or call for aid. The driver hit him and left him to die. I have had some very scary times when driving at night and suddenly realizing that there was people standing in the middle of the highway. I live in a community where we have four traffic lights and where we got 1million tourists this summer who never seem to look before they step out. We have crossing guards on the downtown streets to help keep them safe but sometimes they step right out even when the guard tells them not to. I have stopped when a man was hit, I wasn’t driving but I could have walked away without helping. Instead I stayed with him until he was loaded into the ambulance and then rode to the hospital in a police car so I could stay with his wife while he was in surgery, that happened in Anchorage in 2001. I have stopped when I have seen dogs run over to see if I could help. I would like to think I would stop if I hit a person or a animal. I hope I never have to
"
0.0,"Hey whazzup, you've been right since at least 2010 as I recall, but some people are still not listening to you instead of Rob.  As Rob says;  back in the day, 3 times income for a house, well back in the day interest rates were 12%.  Median income is irrelevant when it includes renters in community housing as they don't buy houses, and people are buying houses with equity and capital, not just income! You can't pay rent on a decent place in TO with after tax interest on 2 million dollars in the bank, so one may as well stay in housing. But the people with only income and no capital just don't get it!  Shouldn't all the renters have millions in the bank by now with all the money they saved by renting and investing the difference in the stock market?  LOL
"
0.0,"Trump sending petulant tweets from his golf course. Do you feel safer now?
"
0.0,"Not a day goes by that we don't see more evidence of Trump Derangement Syndrome amid the opinionalists in the mainstream media. I'm no fan of our virtue-signalling beta PM, but for once he did the right thing in not upsetting his formidable counterpart.  Step out of your regressive leftist echo chamber, McLaren.
"
0.0,"Sounds familiar, bavius: """"`No, no!’ said the Queen. `Sentence first–verdict afterwards.’ `Stuff and nonsense!’ said Alice loudly. `The idea of having the sentence first!’ `Hold your tongue!’ said the Queen, turning purple.""""
"
0.0,"How many new Catholic and Jewish cemeteries are being planned for across Canada this year or next?
"
0.0,"The anti privilege  movement serves to destroy  the middle class in order  to preserve the 1%.    Social engineering to distract.
"
0.0,"You mean pulling their trillion dollars by increasing the value of their currency? That would destroy their exports.  The hold so much US dollar reserves, as does countries like Japan to manipulate their currencies relative to the US dollar.  The China-US relationship is symbiotic. They feed off each other.  I wish anti-US posters would realize this and stop comparing the sizes of these two countries' packages. You don't know what you're talking about.
"
0.0,"Me too. But Mr Trump has been way off base in his remarks. He should stop before he embarases himself and the US more.
"
0.0,"To be completely honest, CSU won that contest. The officiating crew made some pretty blatant mistakes. I agree though, it appears its going to be a 2 win season. This whole """"Rise"""" thing was just a way to boost ticket sales and get butts in seats I think. Very disappointing...
"
0.0,"This from someone with a handle indicating genocide.
"
0.0,"Yeah, Shark Fin Soup McCallum standing up the the communists he adores, he would not even protect endangered sharks by shooting down a bill to ban shark fin importation into Canada.  We all know who he works for.  Too much money is changing hands in China for this to happen.
"
0.0,"""""that sex crimes are not about sex, """" And yet things have been expanded so much that simple acts like stealing a kiss are considered sexual assault - you can't tell me that isn't about sex.
"
0.0,"Then you should have no problem paying to insure for the carnage your gun may cause just like you pay for car insurance.  No, the inner city thugs won't care about insurance, but they don't care about insuring their cars.  They pay a legal price for not insuring their cars, just like any gun owner would have to do.  I'm for rights if people anticipate the issues that may come from those rights.  As it is now no one has to pay for the carnage caused by domestic violence homicide or suicide.  If owners had insurance on their guns which at least paid for funeral and medical expenses similar to car insurance, at least some of the non criminal carnage would have some monetary recompense...and most of the gun carnage is suicides and domestic violence with guns which have been legally purchased.
"
0.0,"When you see all the notices of lost dogs and cats, remember it is the coyotes and wolves are eating fine.
"
0.0,"But the """"Real"""" news who told you Hillary was a sure thing are telling the truth right? Ask yourself that question. Were you surprised at the outcome on election day? Why was that?
"
0.0,"The pastor said he has to go there for the 101st time the next week, to resume his mission assigned by God  (sarcasm ends)
"
1.0,"Trump has nothing to do with this, right? We need a 'complete shutdown of Muslims entering the country', we need to build a wall to keep the 'murders and rapists' in Mexico out, and we need to crack down (to the point of using the military) on the fabricated 'highest crime rates ever' in our 'inner cities'.  And you wonder why racists feel emboldened. He has an agenda against every major group of people who aren't white. Everyone who isn't white is a potential murderer, rapist, or terrorist. Yet of course there isn't a proposed crack down on white communities looking for lone gunmen or anything, or trying to stop the next psychopath on a bus. Why's that?
"
0.0,"Pediatric respiratory therapist here who have worked with cf patients for years.  Sad to see another one lose the battle,  but glad to see the life they had was fulfilling.  For the medical staff that worked with her,  I know the pain you feel at this loss. Just remember,  the years that you helped give her sound like they were great years.
"
0.0,"Why is it liberals want the US to be an international community and open to all except when it comes to conservatives making money?  It's OK for the Clinton Foundation to receive$150 million from Russian interests but not OK for a family to make good business decisions with a tangential connection to Russia?
"
0.0,"Anybody notice that the author is off by a century as to the signing of our Constitution.  It became the law of the land in 1787, NOT """"1887"""" as the author states.  I'd like to expect more from a retired professor.
"
0.0,"Still waiting for the """"collusion"""" part.
"
0.0,"In response to Boots, a typical rail supporter with little understanding of the rail topic.  Rail will cause more buses to be on the road.  That is a fact per OTA.  More buses means more traffic on surface streets around the rail stations.  I've rode a westside express bus to downtown for the last 28 years.  I've done my part in trying to alleviate traffic congestion.  Once rail goes into operation, my Tesla 3 on order will autonomously drive me in to work from Mililani.  Everyone else that I've talked to on the express will also drive.  That means more traffic on the freeway.  You are wrong, with rail it is more expensive to own an automobile.  Didn't you read the article?  Downtown parking rates is rising DUE TO RAIL.  Vehicle taxes are increasing DUE TO RAIL.  It took me 38 minutes on my AM commute this morning via Express bus.  Mr. Boots, please enlighten us as to how your rail system will improve my commute since we are projected as 90% of the rail ridership? ...crickets...
"
0.0,"Go back and take logic 101.  Your """"argument"""" is false, just like your name.
"
1.0,"Trudeau has the intelligence level of gnat.
"
0.0,"So basically the government hand outs ended and now time to move on...or, let me guess...it's all Mike Harris' fault.
"
0.0,"There is NOT a failure of vocations; there is a failure of (1) distribution and, more importantly, (2) imagination.
"
0.0,"Plagiarizing others work is not trivial. It gets one kicked out of school and fired from a job. Are you published? What if someone stole your work? When its """"nonsense"""" it doesn't matter? Stealing is wrong but you're doing your level best to accept is as a """"great speech"""". It wasn't, it was deception at its worst.
"
0.0,"The most interesting part of the immigration issue is that the undocumented issue is not such an issue any more, and hasn't been for several years. Because of improvements in the Mexican economy, the undocumented numbers are down to something closer to a trickle now, with a fair number of undocumented workers even returning to their families in Mexico.   Of course, that is because they saw Trump's Big Brain coming toward them, I'm sure, nothing to do with the economy--at least that's what the president will say when the real situation becomes more important to his legacy than the fake one he created.
"
0.0,"There shouldn't be any per diem whatsoever unless they are traveling on state business.  And they have to PROVE it's state business and not just a junket.
"
0.0,"Any easy step to enlist the female children of Our Father, would allow them to carry the """"Purse Strings"""" of """"Holy Mother Church.  And """"Give Us this day Our daily bread"""", to nations suffering from famine.  This is the kind of leadership role that would  encourage all Christians to live, """"Thy will be done on Earth as it is in Heaven"""".  There is no starving people in Heaven, nor should  there be any on Earth.  Peter, Deacon'82, Social Justice .
"
0.0,"For Schatz Hanabusa and the likes only rightist violence is bad. Leftists get free ride.
"
0.0,"Chinese people don't like the cold  their stubby little fingers freeze up too quickly  Harbin has nothing on resolute bay
"
0.0,"Obviously she has more underneath than anybody should have to. Because of YOUR EXTREME hatred towards her and her family she is no doubt forced to wear bullet proof undergarments.   Did it ever a cure to you that maybe she got some bad advice like humm......DONT BE SO PRETTY.  TRY TO TO RELATE BETTER WITH AMERICAN WOMEN. JEALOUSY IS EVIL  EXPECIALY  IF THEY THINK THEIR SPOUSE THINKS YOU ARE PRETTIER THAN THEM.
"
0.0,"[The false narrative Marxist politicians use that lower taxes reduces Government income is the crux of the discussion] You asserted the positive benefits of Reaganomics and cited individual tax revenues as support for that assertion.  I used your own statistics to point out how superficial that support was and now you come back and try to change the point from what you asserted.  That sir, is dishonest baloney. [The tax increases in the 1980 were due to crushing inflation with no growth, AKA stagflation.] First you claim it was """"on Reaganomics"""" and now claim the tax increases were not """"on Reaganomics?""""  What a farce! [JFK first used voodoo economics to overcome his first 2 years of economic chaos] Source?  IIRC JFK used deficit spending, just like Reagan did, but that is not Reaganomics, or more accurately supply-side or """"trickle down"""" economics. [are denigrating him] Still conflating.  Do not conflate pointing out how your numbers are unreliable with attacking Reagan or JFK.
"
1.0,"Is this a crime for doctors to be gouging patients and undermining the public health system?  If not, why isn't it?  Time to put greedy MDs in jail alongside the white collar crooks where they belong.
"
0.0,"This is a classic example of scare mongering statistics. The initial study showed no significant correlations, so they went looking for all sorts of pairwise subsets. This significantly reduces the effective sample size and also increases the number of statistical tests performed. The correct response should be to increase the required significance level but this is seldom done. What was found here is almost certainly a random sampling abnormality, which is why two journals rejected it. For a thorough debunking see the Respectful Insolence blog about two weeks ago. Negative results are hard to publish and don't generate headlines, so we get to see dubious science in the mainstream press.
"
0.0,"Ho. Mahalo e.  I've been looking for more of a variety of obstacle courses for my running workouts.  Now, I know where else for go.  Get nothing like obstacle courses for fitness training.  Inside the gym too tired.  Gotta get outside, in Nature.  I just hope the wonderful Rail doesn't take these highly skilled park jockeys off these roads and sidewalks.  I like keep training laddat kine.
"
0.0,"Agreed. I run payroll and benefits for my company, and couldn't imagine anyone would like me sitting out in an open office chatting away about their compensation package or bonus structure, with all the figures on a screen widely viewable by anyone walking by.
"
0.0,"We won't see a million migrants like Germany did.  We've barely seen a hundred at this point.  If the US expels """"illegal"""" Central Americans, they'll be expelled to Central America.   A very few may make it here.
"
0.0,"I have a bs in biology.  And having worked in an academic setting and the private sector using that degree, I emphasize the """"bs.""""  The data is whatever it needs to be in order to secure the next grant or secure the next blockbuster drug.  The biggest believers in science are those who have no knowledge of science and those who know that they must say they believe in science to keep their jobs.  That is, those who know nothing and those who know everything.  I recall that as a student, the really smart people went to medical school; I don't know anyone who majored in climatology but I suspect that those who have that degree depend on government grants to keep their jobs....  If you really want to know the truth about climate change, talk to the energy companies and the economists.  This is not about Armageddon and certainly not about science, not by a long shot.
"
0.0,"Frank Colitvito: Thiis is civil?  To think that there are still people slithering around on this site that trusts it's content.  No wonder you lost the election.
"
1.0,"Oh, “BIGOTRY!” Homosexual acts are sinful, and, according to Sacred Scripture, one of the four sins “crying to heaven for vengeance.”  A gay marriage is (un)naturally going to involve said acts.  Are you capable of comprehending this?  The baker doesn’t want to participate in a wedding that promotes this sin.  Now, a bigot is “a person who is obstinately or intolerantly devoted to his or her own opinions and prejudices; [you certainly fit that description to a tee] especially :one who regards or treats the members of a group (such as a racial or ethnic group) with hatred and intolerance.” The question boils down to obstinacy and intolerance.  Well, when bases his opinion or belief of something as crystal clear as”homosexual behavior is sinful”, is it obstinacy or principled dissent?  And why do you think we should be tolerant of sin?  That certainly isn’t Christ-like, being as that Christ admonished everyone to “sin no more.”  You are the obstinate bigot here, clearly.
"
0.0,"I fail to see one single tiny reason anyone would wish to support tRump.
"
0.0,"for 50 years they have been shoving womens right programs down our throats in a massive maoist type social engineering. .   in canada women have systematic advantages...enough is enough.    Oh and when is international mens day>
"
1.0,"morons!!!
"
0.0,"McCain just showed his Liberal Democratic roots  again but now at a time when insurance companies are fleeing the Arizona Marketplaces. The REPUBLICANS in Arizona could have replaced him at primary but because of his war drum beating..they kept him in. Now we will all suffer with Obamacare until it's final death. Why
"
0.0,"Now that HB 156 is passed, maybe the Hogans won't even be harassed by a misdemeanor.  They're really just opting their kids out! Thank you Senator Dunleavy and Rep Keller for looking out for the rights of parents!
"
0.0,"Enrollment in Anchorage has been dropping for a few years. There are about 4000 less students than a few years ago. With that reduction at least 2-3 schools should be closing along with a reduction across the board in maintenance and administrative positions.
"
0.0,"The old Publishers pulp mill in Oregon City became Blue Heron.  The new owners  were to run the pulp mill on waste paper from TriMet recycling,  reducing the trucks to Arlington each day hauling Po'tland's garbage on the some- times closed I-84.    Then the elected  politicians relaxed the rules for recycling to meet green political demands.  The raw  material stream to the pulp mill became 45% unusable material and it folded like a cheap card table.  It appears the same thing is happening to the China market.  Relax the rules and improve the bottom line.   PERS mentality.  How about leaving the whole thing with the private sector to deal with?  And the public,  as it now does under government provided service,  just pays the bills no matter how high they become.  It is,  after all,  for the common good for which no expense should matter.  At least you won't have the legacy costs of cradle to grave care for the public workers in garbage.
"
0.0,"Exactly!
"
0.0,"the president is and was duly elected, they can march all they want the people of the usa have elected him and the gop in congress and majority of states, the usa moves forward regardless
"
0.0,"And why shouldn't they?
"
0.0,"Bush doesn't hate America, unlike Hussein Obama and his promise to destroy, ummm, """" fundamentally transform"""" the united states. 27 days !
"
0.0,"The author is entitled to express his opinion because he lives in freedom, but he is dead wrong.  I invite him to read and understand the Charter of Rights and Freedoms, and apply the principle of mediocrity to Canadian society. I'm sorry but no religious group is a special case in Canada.  As far as anti-Muslim hatred is concerned, I think I'll go home and re-read Peacekeeper: The Road to Sarajevo by Lewis McKenzie.
"
1.0,"""""You fools who are mindlessly opposing this pipeline are going to destroy this great country. """" True Patriot Love: Why the Kinder Morgan pipeline will never be built Jun 19th, 2017 by admin http://rafeonline.com/2017/06/true-patriot-love-why-the-kinder-morgan-pipeline-will-never-be-built/
"
0.0,"I disagree...""""protestors are the most informed"""".  Protestors often refuse to see both sides of the issue and are myopic in their views and information.  The only see what they want to see and believe only in what they want to believe.
"
0.0,"Just wondering, what % of my blood has to be """"indigenous"""" for me to be indigenous?  If we have no answer or don't agree on it, everything said or written about the subject is baseless as we don't know who's in and who's out.
"
0.0,"At least you didn't disagree with me. :)  Oil company work still pays at least part of the bills. So keeping them working and employee the people Democrats & the Governor would love to steal money from at least helps. Non-productive people only add to the bill and don't do anything but sink the boat faster so it makes sense to cut there first, wouldn't you agree Mr. muckamuck? Anyway, that's my respectful comment.  :) Mr. Civility
"
0.0,"I suspect no one warned her of the coming global debt crisis. The bond market peaked in July 2016 and we're now in a bear market. This debt will be unpayable by the next generation - no matter how it's spun. The bankers who facilitated this debt manipulation should serve time for the coming financial disaster.  On the bright side, given the non-existent opposition, she's going to own 100% of this mess.
"
0.0,"I think this is the key point - some basis for the opinion. In this day of personal blogs it's increasingly hard to dig out the real truth. Alternative facts are those published that are verifiably wrong, but they are someone's opinion, and may end up being common knowledge or accepted views. I personally don't agree with a lot of the article's premise or solutions, but at least I know the basis for the argument, and the bias of the writer.
"
1.0,"Fresh off accusing any criticism of radical Islam as being anti-muslim bigotry, hypocrisy reveals itself with Ricks position that any criticism of Israeli Jews will be labeled as anti-semetic.  The usual bigoted response will be that, hey we liberals are not criticizing Jews per say, we're criticizing an entire country full of Jews.  So that's better.
"
0.0,"This council was probably too large anyway.
"
0.0,"I have been saying this for months on end. They are going to and will (RAID) the A.P.F .....with every excuse imaginable... This is just the beginning folk's. The Barbarians are @ the Gate...
"
0.0,"Fascinating....to see a Washington Post contributor deride a Republican. Yet it's 'OK' for the major US newspapers to now criticize Trump, now that he has the nomination. Before this point, and playing a major role in his rise to the nomination (besides all the other candidates being downright terrifying), the major newspapers have treated us all to a 'reality newspaper', instead of reality television, where Mr. Trump was, without any kind of judgement  for national security threatening campaign remarks (like the journalistic equivalent of a wet paper bag), painted in a light of idolization for his off the cuff remarks and high ratings envisioned soundbites. Yet if you're still holding your Trump card as a good thing, and that no talent a-clown gets elected, you are why America is going down in a ball of WWIII flames in a few years.  No, the Washington Post and Mr. Bezos made it all too horrifically clear the past 6 months, Hilary is our girl and we'll try to defame Sanders like trolls
"
1.0,"Whine, feel up women for jollies cause it makes him feel manly, blame everyone else, wave hands, smirk, steal taxes, wear orange comb over hair bankrupt small investors, brag about how smart he is to con tax code system, and how stupid voters are that pay taxes. Then get elected president by the same blind, deaf, stupid and  most ignorant people that has ever drawn breath. Course Bush jr stole election and bragged about how we, the bottom, pay taxes. The rich dont worry they have companies of tax accountants and attorneys and made the tax codes up themselves. Melania is the smart one. She will get it all after trump keels over with a stroke or heart attack. All she has to do is smile and keep her cool with slobbering old wrinkled hubby.
"
1.0,"The media covers up left wing violence all the time. The media are scum liars, the brainwashers for the parasites that want to ethnically cleanse white people from their own countries.
"
0.0,"Great job Dannon.
"
0.0,"""""All the allegations of such have been conclusively debunked by Ann Coulter and others.""""  Oh well that makes it official then. No worries about accuracy there, no siree. The goddess of truth has spoken.
"
0.0,"An article about a wingnut written by one.
"
0.0,"Good to see the Pacific Daily News catching the Guam visitors bureau in a flat out lie or spin.  Educated people know that most visitor bureaus spin the truth on a regular basis...   Without good local investigative reporting its been hard to call out the Hawaii Visitor bureau.
"
0.0,"Alceste, your comment is surely a fine demonstration of your own attitude & world view and you could have posted it on its own yet chose to post as a reply to my comment, thereby implicitly providing other readers with a presumably insightful 'read' into my words. Toward the latter end I'm afraid you've failed: please write this same rhetoric on a post card and mail it more appropriately to the 'neocons' and 'hawks' who really do advocate change through violence, e.g., regime changes. And please stop flagging people who make comments that disagree with you. Thank you.
"
0.0,"Well, and the ones we sell to them at the border!
"
0.0,"The last thing we need is EVEN MORE people moving here.  That's the root cause of the whole problem.
"
0.0,"Wake up Alaska this President we have was born Muslim, raised Muslim, is a Muslim we no one to blame except the people who voted for him. How many people has this man had killed in the world? Look up his history. PERIOD
"
0.0,"some of the ones posting on here as faithful Catholics are really schismatics, who deny the pope is a true pope.
"
0.0,"You can't actually refute anything I've said, because you know your words are just parroted from the false narrative the now defunct MSM fed you, FM... It's OK. Hillary has a 98% chance of winning too, right?
"
0.0,"I LOVE Bernese Mountain dogs - they are such a sweet awesome breed!
"
0.0,"Ukraine should give Crimea to Russia .... oh, wait ...
"
0.0,"Conservative? I don't think conservatives make bomb threats to Jewish community buildings, I think Nazis do.
"
0.0,"I genuinely cannot believe the way Eagle River votes. What is going on out there?
"
0.0,"How do we know Assad is no saint?  Our media tell us that?  Assad hasn't done much different than many democrats would have done faced with an armed uprising.  Look at Ukraine, their elected """"tyrant"""" very laudably stepped-down in the face of public protest,  but not in time to stop an annexation, an invasion and three years of bloody war in defense of Europe.
"
0.0,"If you don't like a law, go to your city leaders & tell them.  Facebooking & complaining does nothing.
"
0.0,"A few yeas ago, I overheard some colleagues talking about buying new cars. They seemed to have fallen for a marketing line about how they should buy cars that cost the equivalent of one year's salary (!), which reminded me of the trope about a diamond engagement ring being priced at 'two months' salary' and that anything less would be shameful.  I checked around, apparently, this is a vey typical line used to sell vehicles to Millennials - especially those with lots of easy money, like resource workers. Hence, trucks priced at $60 to $80k, or a $50k compact car.  While I might enjoy driving a top-line vehicle worth the equivalent to my six-figure salary, my 28 year old BMW (older than some of my colleagues), purchased 15 years ago for $5000, will have to do for now. Though to be fair, I am in the market for an upgrade, looking at a 15-year old BMW, likely to be purchased gently used, for no more than $7500.
"
0.0,"Magnificent....  The ending of this performance was masterful. A tribute to those who suffered and died. A tribute to prisoner Rafael Schachter, who organized and led a 150 person Jewish choir which performed Verdi's Requiem 16 times between 1943 and 1944. A tribute to good over evil. A tribute to hope.  To all those on stage, behind the scenes, and the patrons...you made me proud to be an a member of this community. Bravo.  To Murry Sidlin, creator and conductor, thank you!!
"
